clinic_id,name,city,state,status_code,photo_url
"52_1","River City Sleep Center","Columbus","GA","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxI3eFf3Lo1bSMV7z124XHGKm_S4TuVMSl4LfhHerB3CXSeE9eWIjalMcROpE5k-YC8YXqJIcXEgR3J1S4MwNFHIIf2iEMkH_vOvkNubrgeNn2kIhgkow32UXhz8p_fP5KoeZuSXQ=w800-h600-k-no-p-k-no"
"105_1","Center for Sleep Medicine","Griffin","GA","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_LPLao0gDQkXWaJfpJtusyvcQBE_gx8XgJiQePnuklnJWiZMnJzwuc3WZm2h9U4tzHWdiiH8YH6iQNI1c7nYZe3bk8BKUTqijfy6-jv-rWSIC8Z1RsKKqsuu9VtmL7tIWOLM=w800-h600-k-no-p-k-no"
"169_1","Gwinnett Sleep","Lawrenceville","GA","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeomvacZ25I3m_LyBWEWG9owChN7EvAuH1UPHMwQEmZGErHgsroxzLaHcPIpbDYO227JNj0y4mJEXqiDJYNRVxSYyXwrVPPKYrDDvM8HWeJ1UEZL-qFYJQvO_3LveQ_KGs5OaW=w800-h600-k-no-p-k-no"
"226_1","NWMRMC OPT - Sleep Center","Clarksdale","MS","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7ZXyhbtoxo4qp7QsA6KTvCsSZFN3ZqQXbXxeO9mJrkcv6zfRJGzDB3gg__t1bP_qdh9tqmjRnpVkHY9_mvufG6EoftI9lL8pITqYo5GIEIPU1LQXSwtQOJb_urCUhKi_LREtobA=w800-h600-k-no-p-k-no"
"360_1","Baptist Medical Center Sleep Disorders Centers- South","Jacksonville","FL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyHzzQ9WT-DtN_E1-rGG4WNqup1vNJqkwaldzgBPpbDBfYk-ClzDHQxojFQskzZbx_6GvewnCRFZwd5TGJnWwcHPoUs6QkbQ2BRGG06qAKXMqlKSkVRa51nzb3W_txfYktzH4GKtA=w800-h600-k-no-p-k-no"
"330_4","Mission Hospital Sleep Center","Marion","NC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwRJj4Un_TzzJunGunOVpu-VXqu1F3KWAIalXo8P4By2x7tiZeAvTzRPw5-dshI6N532Ft_vHiAJBrdhUalyIUEqM1fVFZzb6KucWAaVps5vv3tpcWk3P4g7W10etehn7blkC-1TA=w800-h600-k-no-pi0-ya340-ro-0-fo100"
"302_1","Jennie Stuart Health Sleep Disorders Center","Hopkinsville","KY","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_s21e3GOr7KaphG8LqBIepqTyoqcrZdlmX_1MphJHYbVTYWROnJACfol8hbVbZUpoqJvpSk3KrBuTY7y_5CK99NE_HhEw-jw-HZegmioB92AZwmOULDYzYqO35JFPNDwU-779yQ=w800-h600-k-no-p-k-no"
"366_1","Pediatric Sleep Disorders Center","Little Rock","AR","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzXpKNiDkPusJoncAqezX-aQaNBqtpwUBO6oZABFW2p5LJynPSkaanCGsiU1SoqryEl2skdmt67DOG_bkRaCRJGxgmXfvsPY1d91rMLSKnBmlPoS_YihMmv5u6Dxb9qYzvzXWRD=w800-h600-k-no-p-k-no"
"412_2","Perry County Memorial Hospital 13th Street Clinic","Leopold","IN","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyeyz89Rgt5npQUn5KmwhWE3lregh4egdx50Gi7D6mhb8tOeOEzN0caIiaWACgwmnS8wo1Jw_fpKeqmWhKEn1V2fppjn5yhB-p4uWqZsEX_JRK_DSL1OqvvRngzEwv2k3sXYS3V=w800-h600-k-no-p-k-no"
"409_1","MUSC Health Sleep Center Haile Street","Camden","SC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfKMfj37TJKtU7dctI8V0Zhmk1ZuSi9Ah49UQMUxe7MVv1TJJGoE4mAU3rDvPsYrIaH3bPCZFYJr-_iyK-NjL_MTY3S7lNweizU6PxIsYlOFQW8I2Lat469ypyP4ujMvSPTgO0iQ=w800-h600-k-no-p-k-no"
"412_4","Perry County Memorial Hospital 13th Street Clinic","Rockport","IN","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQyriX2tXcsMKIBTy3uoR0kNMhdNdCPo-_DaURJ_3cSb72xhUP_8PSlwzwGFC2TvSp-aOkgCqsIyOATXp-0lbkGffN2XL2L2tcKRt9CaSHc5HL8F7YAGDO6ZV9ttHLz2P0DtdU3A=w800-h600-k-no-p-k-no"
"454_1","Tampa Bay Pulmonary Medicine, PA - Brandon Sleep Center","Brandon","FL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwquvtd4pd9bmPTwrc0Ha7lFf6uv0KhpFDwe3LwZfoXYyOJG655SAOYcKBLLG35RYXwNG2sECjECaGsHRRj_i5rsmWxKH25iK8QMvPxw5OiIBa9OSYcS7R2L0izC7CRcHuaY33zDw=w800-h600-k-no-p-k-no"
"487_5","Norton Sleep - Brownsboro","Louisville","KY","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4nGqdrocWuijLEweEUYRoyQjfqttGG208W4ZAXD-mcLXrNQ612pBIiumgI6k6tHYWYXZJSszIa_h1Nyhe9KqDb9D9X3OXGu7UEFwER18A413v1Wgo4TQ4bKpWMsru5mdsnrg=w800-h600-k-no-p-k-no"
"532_1","Blue Ridge Sleep Medicine","Mount Airy","NC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzCGloRFXm2uHukodYrBZjDlghvnUo7wkYHSP4v2VjkGU--zERocbtSL1wTWP-XdBaWYqHzScXeQ4dp9TrDd3u9oqD5qT8pveO5Am1NdL1FlmaYwtt2t2VDw8-ldkOS-0l5i99Y51TaLtOE=w800-h600-k-no-p-k-no"
"531_1","Scotland Regional Sleep Medicine","Laurinburg","NC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxyyiL-b5e2QkF9oa1P8q5_C7tU3dzqNNNGWPu657C5IOyAs-2D_S8Ndrhi07uMRkrezsFSC0g0l2YXqqFJQ1vocjxQSu62bfI1VSP6vTHT_NI4HPutRYEYBaGwTCNJEolb-MjX=w426-h240-k-no"
"508_1","Parkland Health Center Bonne Terre","St. Louis","MO","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4U1g_juHNwAtnMvP2w64VHRIwdfWU5tnNlTg4DJcDBJ0N5g9zyjyC8GwmRCPJvwyI-c_QHl-6iZCUwzqF-_XuEQqFG4IM1j04lxT-PxaQ5KZKeEtdqnVuKbnQ2YBnAgHabbYw=w800-h600-k-no-p-k-no"
"514_2","Blue Ridge Sleep Medicine","North Wilkesboro","NC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFuvpSbfHE4wsDRTREp8LSd4sDqqv2wEDFEf9q0HyotyjDlbOOFlkQuaDKhMygjLeeTDXkh1KsJguTeGToUY720E9atd3KYZbT0TyiqQepFsJyJnHk_CH6tST_IgBSKWF5uf-X_A=w800-h600-k-no-p-k-no"
"508_3","Parkland Health Center Bonne Terre","Alton","IL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyqNRdrwacRuFVbbCaMT_Pu-5A5lOm19KTTAMkSVQM4733PloaJyzzsK5I6PWsdw2hUjy6TkM5uijiFbBBKfJDzw4AZ_iHDAQFOQQjR3ohZlJnhS9aUsUAixJUpuMhkD4pdIgeQ0w=w800-h600-k-no-p-k-no"
"508_5","Parkland Health Center Bonne Terre","St. Peters","MO","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy7hsa_9aXJn0IiJVxC7zzuVGAMqi429scC9dT36m9Fy3Z_FOmjP-XHIAaGpF67I1NffXl1Y-Buht4KVJ_Oj2IutWesYpHRdJylN58uM0o4sR5mHXZfdV2aeMVY2ICaBioivx8=w800-h600-k-no-p-k-no"
"611_1","Hope Mills Urgent Care & Medical Clinic Sleep Center","Hope Mills","NC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxApD4uUYsqTq2MVOIZnPICrON5HUAM_BJf7iyellqlNHvaFhx4IjryT_l-Fn0Q8b689ogxT1XY_ptCDrkVqdkue_F_edaD1hsxqJM2IlS_XsIN1ChdxAu-_g0aSepJmJHDoHU8AaHi4V8=w800-h600-k-no-p-k-no"
"597_1","Cincinnati Children's Hospital Sleep Disorders Center","Cincinnati","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw9g9nBaXw7aPlcIiKsxT971A5RQ3pbgF2X4HaW_wTiH-x5TYyoYQLjr-AEtmj92RoKTevwU4gOzJcdwbF6Tqn8_AqUpUg0sfwThAFT-Vjk1xmzLk3S4GGSm6vHCUEknJ0iHH4=w800-h600-k-no"
"586_1","Mercy Sleep Disorders Center","Washington","MO","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxgT-iD49gtOux9VGllIdzgYqXN5dC9hdpRnj5Oz3xjPEvR01CACGc_ulegmwo2TXahucg9-Prn-HB5HClsqXxYN-uhOI9UT1Ksz-u3gFQpbcHcUVRIqk98cOStwvjx2tJbAVU=w800-h600-k-no-p-k-no"
"581_1","Eagle Physicians & Associates, PA","Greensboro","NC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwyDLuRnf-_d4C5nIZGaJkqDiQyXUN5jqQBll08CMBmw38omODn1-dypYv4p3SKqiSAQ7T3QZ1JgLIcZ54YJWL5C4XpXZ4rtNq2XCIAejpFpWaCZ3VO3u_4syKwe5C2CZasGdGN=w800-h600-k-no-p-k-no"
"604_1","Somnas","Cape Coral","FL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSywfGqiCdRT44LSeKfuz-h5J9SpOw8VYA5jJ3v-KgRangwp86xNLnfW1uML1KNWspg2W_jBbDZBaiVVLoMOqDTsYB8EyG5dCVeNjzUFC9JvcZNyhMc-1aN4cPOZbD0dE5a9QI238Q=w800-h600-k-no-p-k-no"
"575_1","Cone Health Sleep Disorders Center","Greensboro","NC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyHc-9ovB8y9AUG1s3i2lINRPuG0y07Qfw9AqPVnScFXRdsbdZu-lQ4PeCXHsVEsDt8dUygtVaG1ai_AZPlFcmjumQzakTaWWfbBBMQxdS1qdB9t8RPbiEne-0Jat2DtOK5J8c=w800-h600-k-no-p-k-no"
"624_1","Sleep Management Institute - Kenwood","Cincinnati","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiJz3aupxakdewUeqAZKtEiBt1eCHSUq2cNJdKrzcDWcIbSESU2zESFCdwDdFVRI33Dduig4ekADDOyUl2mnhTfLJUxVUrdjSUGjp2mM2U8LMtnp-B_2P3C6X0Js9Han-4UTQegw=w800-h600-k-no-p-k-no"
"709_6","Respiratory and Sleep Disorders Specialists Sleep Center","Tomball","TX","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2NuNqiKj_Tip8teZpTyJnhVkbtZOejtSC6nm-tnusUtNyzALhhMNrP8snPd--hw4wxYzeuOYhtEF1SR75-SY1q-abXjxGKLHx2Z6YFLKQecGT4HBPdMqrPT-WKr1W9EEkXdJvEQ=w800-h600-k-no-p-k-no"
"709_2","Respiratory and Sleep Disorders Specialists Sleep Center","Cypress","TX","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7jNiN19UgYmT20Xfeo3F9uvszWKwLhivlWFocD4gNqOKty-Gp_UIWknBscsqEKFTwGBwiy6w4edVhnflHnDz7wShn_3zJQN2CBeDyMKPnUbWNrydlg0VLoZjzTnD2F0lNRpBJAQ=w800-h600-k-no-p-k-no"
"754_1","UT Physicians Pulmonary Medicine","Bellaire","TX","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-Gr3MRQk0pRaoYAAzkY2Sd68lC3W6ODEVc5jOOv5QvqkQ_CbQciweNIy78tG49awdJTdbCw5ECBkoE3Y2wWBWyg8i0xoXHH5ItqtY97YLTpzfsfs-2rKDsRW-di3ToRlXis_3GA=w800-h600-k-no"
"772_4","Central Indiana Neurology","Indianapolis","IN","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzeuC5wWgrUH7YMv45CQPVaACcO6Yxz0d5wojeUMBcpSBU5YprpKYd7bppBwT0X7TZB9EunQmA-MYnPF8rLXO-xwLCJJyNlhLWNNU5HgHyPL1G3X9LazCyO1ej-bT3xHhSh_ztE=w800-h600-k-no-p-k-no"
"787_1","Apnix Sleep Diagnostics-Katy","Katy","TX","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyZIRk80xktkUDJs0VMDAsDvPSRnuf63bXSZI-xL4Rvfb4pzCAJARLhumaxa1CJA1Pr_S8FAs4uRHvQ3wXcQ5vpf2kTZD47DxAcV8BGl1DZ4igyoRqtpvJSNl4NRsaGBYHC9BXo=w800-h600-k-no-p-k-no"
"823_1","McDaniel Sleep Center","Kinston","NC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzv-BjnaZptMwMCGLvWNZRjzeNZFVksY0vWwIEZUh0rdh8mkd5C1M98SQz5Mecz8CuDln8XwV7lAwISjxBsPCI7AaWp5IxXH-V_8bDr4XcqMhcUig7gcDkiHu4l4amAljz9RYY=w800-h600-k-no"
"821_3","The Ohio State University Sleep Disorders Center","Columbus","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUfwAy0Q3RVFApAYPK4FM8kO_38Ipne2cGL1nbxf2E8Y3eDvhY7MpZNOj1FNajlGmlxznSR67bmMjvgzlvv8J9tgXKZzx0Gz_45jVG7izkg3eIKc9SU9fYURYlhlASif-SRL3e=w800-h600-k-no-pi0-ya33.999996-ro-0-fo100"
"873_1","ECU Sleep Disorder and Research Center","Greenville","NC","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhu3iv3Y3kmiXoQlMRKPCy65JUPOXWRScNhhGlyU0M1M_9OETJGA9O8_e7ExW-8T3ht6rd0bduail514gxF7K1dHc-bQLJ4WqWmsXzPNC7GzNRfwAQ8KD0w1hdE0p1m5Has93NTURZKXe-=w800-h600-k-no-p-k-no"
"819_1","Wilson Health Sleep Center","Sidney","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwGd-ss-WbEPiGbEt5cynhUp5Y7wIwbbAz33LE2CjZ_W8_hYt6No46Q30u5qq-_GQf5jlqmtjHD7hbh4XLh4gnMwGDt-X9QGaCm4zYS9QMYge1jSsb6EufJ7ulxCDBFmAPE3bQ_xw=w800-h600-k-no-p-k-no"
"858_1","Medical Sleep Solutions, PLLC","Desoto","TX","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxQPCn34fk1FFGYXesbPzyshbR5F6dn5AoGFrzeSqdr7L3NINfCPcqRHqUC5cbKoRuops76THgP_nk7C3ni8h07fYNa-lcp8x3CUt2YDI1vvGFMUfv4bvyZzIc6zaLDZeSeVV0Xzw=w800-h600-k-no-p-k-no"
"821_5","The Ohio State University Sleep Disorders Center","Columbus","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzy8OKbF6msd9EIhNXtwy7nkQpIclhQLDfYP3fNhQOV51SfHxuGTSUsh9Ge6Bgm5yO1oZqVdUF3Ulr7hbsB0tda3CkFlexa2wfTe1sIrnP54PoL1SV9RBGfec0PPNvvfHIZIypw=w800-h600-k-no-p-k-no"
"912_1","Sleep Disorders Center","Fort Worth","TX","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVU77B3phbKIlDzYLLFS-ldaBubSnVCJtHMgT4zPDuYMSIatSZpVX_iydxg2otKL2nZGFt7dOG-v-7eF3MEma0dNcIn4R6lhXabHfp4AnO3RwzZCKkFJTaLysAAMHBgx_HbnLqCQ=w800-h600-k-no-p-k-no"
"912_2","Sleep Disorders Center","Fort Worth","TX","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzbVlXzAPuDuzYDgYw7Mi3mGh3xWgDK0_B129TyBUcpx6HDGL92mgpBe9zj37mJYxQ0l-O1AqTFgYwWPifrnCe8DYUq9pxcWXx-28Z13k-GisLrbAKXx9B6pJcuggSvLn0S4lZj=w800-h600-k-no-p-k-no"
"963_1","Defiance Regional Hospital","Defiance","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxwvajdwr_CQLHqPlv9UbkQk-iTBYHGHYlDNqTaQBwoUFMlmDTU7zYrUOVcVL6eZN4mSY5ZpvqRJWT-NH40wptVnP2JLznuCU0J_5FwlICiZLgcNQNIgvnoeU3vXpbT-j-pgrR2=w800-h600-k-no"
"909_2","Texas Medical Diagnostic, Inc.","Ocoee","FL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1nGBT5XpX7Lozq27CYSThyvHeCpIpb17J1CwZ71mEG_tfI8fyapZLd239GkDrcyMBmmrr_F-HtiGVCT45Py8ealhig5SSvB-p1IERyo7bY1mN2x0r4cuuJyRhqerhH1wKGVM=w800-h600-k-no-p-k-no"
"939_1","Sleep Center of Northwest Indiana, LLC","Crown Point","IN","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwVrVnlFsIS4jEb9uG_xfMLEs1wXHoLORujT927Pdk98woRoGcnQgu7ZPegjxHLehF4nVMYNFNI2t8MfpBbwlCj13wEGByMVCrl9iUihp_MhQVc6VHPRrnw2ZFXlFf5BjQV8V0S=w800-h600-k-no-p-k-no"
"991_2","The Sleep Medicine Center","Dover","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXuW0a_7oGxBGWekxwpqxdj9erv-nbpmUzVbIBWw550MgRFaFaI77TZzBhPeSQus-R0JrvvHoPWbbrP9O7w8M7O9iPL9_fxr63P05aOpiQLZ860B1nfQ0aZkCxvHKn2cTKPscM=w800-h600-k-no"
"991_1","The Sleep Medicine Center","Cleveland","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx8C7CEv8I1ottPNbPtC4aXwMfGg-KGOQdlYeymdzAYZdBxITeKFIzg9e1vpthr37xLUSEfu8ZVKcQ1bihhnRnhbcN_12E-nZuMM_0OWuvzGVjFE-HdUzAG6a-oC1nSJF4-YHWF=w800-h600-k-no-p-k-no"
"1060_1","Sturgis Sleep Disorder Center","Sturgis","MI","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyc0dtMhObHC1bcQRLxzMU5ckGkO7fE-zwfWH4upB-pkgVauJVBk6TGfq3EFtzecsXA0DI0iJwxrwcTggUMXG98-7tXE-dP34sa7ZfwlQolo7u31BtrkQuY46MxjorKCMhL8k0=w800-h600-k-no-p-k-no"
"1019_1","INTEGRIS Pulmonology and Sleep Medicine","OKC","OK","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx-m6fZjpE6-xymtdK1WTcKN5IrgpdGXyHAw9K7wj8Z6xSeOkoKS0Wmc1ZNR24dvJGCUilxMgRrVGsB_5TVclvqbMaBYo6fcHePHjlIEomf8g8eb34TQSxftRRZs-a2NJ7SpHs_hxvRM-G1=w800-h600-k-no-p-k-no"
"996_1","Children's Mercy Kansas City Northland","Kansas City","MO","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_Y0AnNRV4QPUIc3l5_8i7HV-JVM6MSU5RDzcwL8-gkuNjvxDpBmMHA_IJl_33C3V9jWg0mufJmO90Jo4oCzSnBYND1kPSYbWwCmvzbaOwR5uagKG5vmP8FRccmS5makfZgscb=w800-h600-k-no-p-k-no"
"1052_1","Fremont Memorial Hospital","Fremont","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiYm1ghOFj4PgxAm8-lmJ7Vel1lkf-CcU1oS-cOrCi-mw1Yq47GUbHemz_2JRChpk3tYgOt3vW-Ld0FGVVVmf9QWXpKorpHTNNMhg63lloNkW-tOXM0pZrbFrLPV8OIfxnccUU=w800-h600-k-no-p-k-no"
"1048_1","UChicago Sleep Center","Chicago","IL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxaqy1LR-QQAjRfhLGxC8ZeugJ0qOX9CGzr1R1tP8fXLi4X_h57bVkFYEfajikZcdx8I-ycXXW4aMYSPNm1UEwUJy4-K0xLNMME3161JQr_K2U9i6O63mp3SQlnl4l2eQG0Nl7dcQ=w800-h600-k-no-p-k-no"
"1007_1","INTEGRIS Sleep Medicine South","OKC","OK","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyCclyngo4ZdQ3mqcvbr12CXQpk_jvTuQJYB5KRp4DIySMN2EA95PYiQDlh77haiLR5p6Kxcj1TmO7DOcATvt4loIq12nUZZqNJ-31AybCVyYsaQv-ZdUBa16-MQu7Gxf9kQtAqNA=w800-h600-k-no-p-k-no"
"1067_1","Jackson Sleep Center","Massillon","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzU8wELhVoiEEOLfBTNXMe_y12_CJZrWELrqMEpq17OpGrO5vaJ2vEyX7cq8izupkCXX3hDsm6yEY5H8AfBQc7zLbEr6eoJRMdrE75ryxC7FtXoaZEKrF5MbFonATu7yereTaq3=w800-h600-k-no-p-k-no"
"1031_1","Comprehensive Sleep Medicine Associates","Austin","TX","404","https://lh3.googleusercontent.com/p/AF1QipM4-a7S-ytv9yysyt9sr17oUIUzJ8YUNDNZBk2X=w800-h600-k-no"
"1088_1","Swedish Covenant Hospital","Chicago","IL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw2MFUWl83hs-nZ6kjFGZI1jcg7C-v8vk2rw3fKek03r24WEeGWX7grUaILct46hH-QX8An32hOvbgDFF1r7pQx7x2ZB2T8m3jZHFn-HF2bLSQi-1Tw9DfCM0CJ7_yf7-uvMmjmAx6Lemon=w800-h600-k-no"
"1098_1","Sleep Disorder Center At Medina","Medina","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwBQv-mUeTT6FUBcXL3ZgkPcb3SdL4qA_8mCcjS0DX11X3B6GRTAP5KpMk-XRd0eNEYOxW6ZK2_vQIFrnI8tbx-P4czOg39LUCzcUPCsUbraiPQkJLV3ChWCrxy_pAljpJ--TARayD53tIf=w800-h600-k-no-p-k-no"
"1091_4","Chicago Sleep Center","Chicago","IL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxFP1LVju7qux-TR2pcnbZ_5egIQlX9J3esk6pno0juwX0cV4bZWT3VWe6uVdtY82ZrKSZY3pgLJ-t9Qx0Q0cTrtUFTP9K-_A9FhSx4wRxdDiw2aiq8cPMR5ASmlq24K5Ol1ZXs=w800-h600-k-no-p-k-no"
"1074_1","Sleep Medicine Center","Chicago","IL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjyME7D3B1vXtcFfJTMzxpeWUYmvFyvajV-AoVt9VSre-PdIlCumrN1SxftiWf2dztbGdcTpTpmMY4xKkmEc6D_yr7Qbmn5xDQm8EKngik_9JESrZ3X_31-arwqeeF9eAfTs4=w800-h600-k-no"
"1091_3","Chicago Sleep Center","Chicago","IL","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxjDUSpwB4CpaSCoQaBPDyxpJF4yM8v9Nu1jScEy0vWm__34QYklm5jdAYwk1hi7VgdDVa4_CRcT_1sJ_pOAj0OPIKROt5-7PFiSO56ynDQEMMvcEwyRLcwEgxVSmXeUKx7nviRmldIi3I=w800-h600-k-no-p-k-no"
"1098_3","Sleep Disorder Center at Medina","Columbus","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxSeVQMccLp_k160rGqmcDvVqblNfEDQ22aRMUFoRxyLArgb3GcQDlvGJJfay9cwh9BgdMmb1uyDw40b7DMh1yM-z4xlhWDqcKX5rTa3UlIPk1UCCY6b053GmcLitq3-gIcJcJO0Q=w800-h600-k-no"
"1123_2","Bon Secours Sleep Disorders Center","Portsmouth","VA","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyARfVi9jRX1tyD_db0s5Evq3kfYsYiZ5KRrypxoCW16W7zYIH-q2IRV1tmh_Udfpm_tefg5TVHSqp7KsWCbyjQCsP2gHHmPTs0GXZttF9UJGepyWcCNnib5Mmd1uXRxFH7ynw6=w800-h600-k-no-p-k-no"
"1105_5","Sentara Halifax Regional Sleep Lab","South Boston","VA","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzStXqOtq68ytOHSDEFyt1BRXkUpy0J5EsqQZkLG7-VoD5r1A23F1lVlwCh6hMUEbPYHdMARPEldfmu1S3M_EpI9g7SPxY1JaOCfwPNlc1Q2ihb_wIlX3rgZeOxHhzHF8jMDtl7=w800-h600-k-no"
"1155_1","MetroHealth Medical Center Center for Sleep Medicine Middleburg Heights","Middleburg Heights","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_90nOJOZOtTQQWgHP_F1qkEeM1KGLbbLu1agU3ZtBqvnumDve1Kuj_7KjW6S2Y-pwHWIW7s1AL1_XvWydtcS8jYBpXDuiB6TXuVKKxpYzSlA5eQEL0Ab9QsYllnIblW-BxeBK=w800-h600-k-no-p-k-no"
"1105_3","Sentara CarePlex Sleep Center","Hampton","VA","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMgz_PuzzF_rCbDEo0HtZ154XsHrKBIIsvMwCEE6BtbsdZITiMlqJdjqiEI5quKZwqCnZ5KKUxADcdgdDFxGlfJVjXbQKAOyOPHKhHnU7cF7Cw6bs3EbBv7h9aGTGDtYH1jEw=w800-h600-k-no"
"1220_4","Driscoll Pediatric Sleep Center","Colorado Springs","CO","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdZY_ro8OSAoCx96hDrjjM72NmTVYpuqsDRMAbnyDFSPvRTJ5ALVG2boa4BAtgeCUQ601uAIBvlJTCSpvkdmEA4cAUThzsClM0zhBAALgn2jEkw1eDoMy9LPEIvvPdipXFJZFJ-0Qp2c4=w800-h600-k-no"
"1220_1","Driscoll Pediatric Sleep Center","Corpus Christi","TX","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxq3tf0izClwf7CN28jLUiEwmYJWu8aEIz2QnWtyql5GZFRH0riOPCjbtRPrJoyuC-CaQgIctZQiJzNj67IbGwIvh9vMpG1GA1rHPSsxsI1wiI67Wc5puntQ8IuhbXAo8PokRQpWg=w800-h600-k-no"
"1180_1","Southwoods Sleep Centers","Boardman","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJ-X8l412D0Jg6rFpmoZpVhr_earc1bE_C0G4jIiG27iWq1SkagpKc758ZUr01pPr41V6faBqgUuU0TlfH090cR9Cue5InCJNdhXOeulqI7yvps4ln1vzRs5pTJ77nV1oYbhIk=w800-h600-k-no-p-k-no"
"1176_1","Defiance Regional Hospital","Monroe","MI","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnuqpk81X6-SvYpyMnzN-B_tDYencwBVleensOorH1K_Vv2s8YjxHApZCBP_CGi5duSDrGxNq7gmeV9E5mp9QuFbMzaL_cKf_xsvVrpyvg0twNDDQ_YGHVxpHy1AL5lR7ZhfBXNTGHuizq=w800-h600-k-no-p-k-no"
"1174_1","Cleveland Clinic Family Health Center","Independence","OH","403","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyyBVQ8L9P6x-6B4r1ah6yu4NmxvxY6b-2jpYzLcdLrL0F15wF-B5am1K6P9FvAVcT3RW_vzAF_fmYtCOy9AstRMKj5fpWJsuGwUSsTRMQDvrKeLHa-4e5lM1Do9fKUGUa0mdMk=w800-h600-k-no-p-k-no"
